,GO,Cluster,Function
2731,GO:1904574,39,P:negative regulation of selenocysteine insertion sequence binding
2732,GO:1904905,39,P:negative regulation of endothelial cell-matrix adhesion via fibronectin
2733,GO:1901194,39,P:negative regulation of formation of translation preinitiation complex
2734,GO:1900131,39,P:negative regulation of lipid binding
2735,GO:2000486,39,P:negative regulation of glutamine transport
2736,GO:1904465,39,P:negative regulation of matrix metallopeptidase secretion
2737,GO:2000719,39,"P:negative regulation of maintenance of mitotic sister chromatid cohesion, centromeric"
2738,GO:0043310,39,P:negative regulation of eosinophil degranulation
2739,GO:1903697,39,P:negative regulation of microvillus assembly
2740,GO:2000518,39,P:negative regulation of T-helper 1 cell activation
2741,GO:0002683,39,P:negative regulation of immune system process
2742,GO:1904150,39,P:negative regulation of microglial cell mediated cytotoxicity
2743,GO:1904046,39,P:negative regulation of vascular endothelial growth factor production
2744,GO:1900047,39,P:negative regulation of hemostasis
2745,GO:1904797,39,P:negative regulation of core promoter binding
2746,GO:1904227,39,"P:negative regulation of glycogen synthase activity, transferring glucose-1-phosphate"
2747,GO:1903126,39,P:negative regulation of centriole-centriole cohesion
2748,GO:0045221,39,P:negative regulation of FasL production
2749,GO:1903403,39,P:negative regulation of renal phosphate excretion
2750,GO:0120007,39,P:negative regulation of glutamatergic neuron differentiation
2751,GO:1905280,39,"P:negative regulation of retrograde transport, endosome to Golgi"
2752,GO:1904914,39,P:negative regulation of establishment of protein-containing complex localization to telomere
2753,GO:1904911,39,P:negative regulation of establishment of RNA localization to telomere
2754,GO:1900369,39,P:negative regulation of post-transcriptional gene silencing by RNA
2755,GO:0060299,39,P:negative regulation of sarcomere organization
2756,GO:2000019,39,P:negative regulation of male gonad development
2757,GO:0061369,39,P:negative regulation of testicular blood vessel morphogenesis
2758,GO:1900758,39,P:negative regulation of D-amino-acid oxidase activity
2759,GO:2000808,39,P:negative regulation of synaptic vesicle clustering
2760,GO:1905302,39,P:negative regulation of macropinocytosis
2761,GO:1903720,39,P:negative regulation of I-kappaB phosphorylation
2762,GO:0032304,39,P:negative regulation of icosanoid secretion
2763,GO:0071644,39,P:negative regulation of chemokine (C-C motif) ligand 4 production
2764,GO:1904479,39,P:negative regulation of intestinal absorption
2765,GO:0032413,39,P:negative regulation of ion transmembrane transporter activity
2766,GO:1904255,39,P:negative regulation of iron ion transmembrane transporter activity
2767,GO:0061767,39,P:negative regulation of lung blood pressure
2768,GO:1903609,39,P:negative regulation of inward rectifier potassium channel activity
2769,GO:1900085,39,P:negative regulation of peptidyl-tyrosine autophosphorylation
2770,GO:0051463,39,P:negative regulation of cortisol secretion
2771,GO:0060125,39,P:negative regulation of growth hormone secretion
2772,GO:2000250,39,P:negative regulation of actin cytoskeleton reorganization
2773,GO:0061855,39,P:negative regulation of neuroblast migration
2774,GO:1903054,39,P:negative regulation of extracellular matrix organization
2775,GO:1904890,39,P:negative regulation of excitatory synapse assembly
2776,GO:1900139,39,P:negative regulation of arachidonic acid secretion
2777,GO:2000706,39,P:negative regulation of dense core granule biogenesis
2778,GO:0090341,39,P:negative regulation of secretion of lysosomal enzymes
2779,GO:1901211,39,P:negative regulation of cardiac chamber formation
2780,GO:1901208,39,P:negative regulation of heart looping
2781,GO:1905305,39,P:negative regulation of cardiac myofibril assembly
2782,GO:1902443,39,P:negative regulation of ripoptosome assembly involved in necroptotic process
2783,GO:1905833,39,P:negative regulation of microtubule nucleation
2784,GO:1904530,39,P:negative regulation of actin filament binding
2785,GO:2000533,39,P:negative regulation of renal albumin absorption
2786,GO:1905672,39,P:negative regulation of lysosome organization
2787,GO:0048074,39,P:negative regulation of eye pigmentation
2788,GO:1903741,39,P:negative regulation of phosphatidate phosphatase activity
2789,GO:1903011,39,P:negative regulation of bone development
2790,GO:1903634,39,P:negative regulation of leucine-tRNA ligase activity
2791,GO:1905716,39,P:negative regulation of cornification
2792,GO:1903770,39,P:negative regulation of beta-galactosidase activity
2793,GO:0032208,39,P:negative regulation of telomere maintenance via recombination
2794,GO:1903824,39,P:negative regulation of telomere single strand break repair
2795,GO:0090317,39,P:negative regulation of intracellular protein transport
2796,GO:2001251,39,P:negative regulation of chromosome organization
2797,GO:0090275,39,P:negative regulation of somatostatin secretion
2798,GO:1903125,39,P:negative regulation of thioredoxin peroxidase activity by peptidyl-threonine phosphorylation
2799,GO:2000119,39,P:negative regulation of sodium-dependent phosphate transport
2800,GO:0062003,39,"P:negative regulation of all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity"
2801,GO:1903743,39,P:negative regulation of anterograde synaptic vesicle transport
2802,GO:1900364,39,P:negative regulation of mRNA polyadenylation
2803,GO:0001808,39,P:negative regulation of type IV hypersensitivity
2804,GO:2000293,39,P:negative regulation of defecation
2805,GO:1905090,39,P:negative regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization
2806,GO:1904055,39,P:negative regulation of cholangiocyte proliferation
2807,GO:1905513,39,P:negative regulation of short-term synaptic potentiation
2808,GO:1905869,39,P:negative regulation of 3'-UTR-mediated mRNA stabilization
2809,GO:0070446,39,P:negative regulation of oligodendrocyte progenitor proliferation
2810,GO:1904733,39,P:negative regulation of electron transfer activity
2811,GO:1904736,39,P:negative regulation of fatty acid beta-oxidation using acyl-CoA dehydrogenase
2812,GO:0045769,39,P:negative regulation of asymmetric cell division
2813,GO:0048698,39,P:negative regulation of collateral sprouting in absence of injury
2814,GO:1904221,39,P:negative regulation of serine C-palmitoyltransferase activity
2815,GO:1903780,39,P:negative regulation of cardiac conduction
2816,GO:1905875,39,P:negative regulation of postsynaptic density organization
2817,GO:0034345,39,P:negative regulation of type III interferon production
2818,GO:0042636,39,P:negative regulation of hair cycle
2819,GO:0048086,39,P:negative regulation of developmental pigmentation
2820,GO:1903940,39,P:negative regulation of TORC2 signaling
2821,GO:0071656,39,P:negative regulation of granulocyte colony-stimulating factor production
2822,GO:0032712,39,P:negative regulation of interleukin-3 production
2823,GO:0062026,39,P:negative regulation of SCF-dependent proteasomal ubiquitin-dependent catabolic process
2824,GO:1902997,39,P:negative regulation of neurofibrillary tangle assembly
2825,GO:0032243,39,P:negative regulation of nucleoside transport
2826,GO:0070367,39,P:negative regulation of hepatocyte differentiation
2827,GO:1905768,39,P:negative regulation of double-stranded telomeric DNA binding
2828,GO:1901003,39,P:negative regulation of fermentation
2829,GO:1901233,39,P:negative regulation of convergent extension involved in axis elongation
2830,GO:0031651,39,P:negative regulation of heat generation
2831,GO:1902424,39,P:negative regulation of attachment of mitotic spindle microtubules to kinetochore
2832,GO:0090071,39,P:negative regulation of ribosome biogenesis
2833,GO:0032074,39,P:negative regulation of nuclease activity
2834,GO:0048297,39,P:negative regulation of isotype switching to IgA isotypes
2835,GO:0061185,39,P:negative regulation of dermatome development
2836,GO:1902607,39,P:negative regulation of large conductance calcium-activated potassium channel activity
2837,GO:0031441,39,P:negative regulation of mRNA 3'-end processing
2838,GO:0051886,39,P:negative regulation of timing of anagen
2839,GO:0090301,39,P:negative regulation of neural crest formation
2840,GO:0032384,39,P:negative regulation of intracellular cholesterol transport
2841,GO:0033342,39,P:negative regulation of collagen binding
2842,GO:1903434,39,P:negative regulation of constitutive secretory pathway
2843,GO:1904800,39,P:negative regulation of neuron remodeling
2844,GO:1905433,39,P:negative regulation of retrograde trans-synaptic signaling by neuropeptide
2845,GO:0048174,39,P:negative regulation of short-term neuronal synaptic plasticity
2846,GO:0001100,39,P:negative regulation of exit from mitosis
2847,GO:1901202,39,P:negative regulation of extracellular matrix assembly
2848,GO:0060262,39,P:negative regulation of N-terminal protein palmitoylation
2849,GO:0002787,39,P:negative regulation of antibacterial peptide production
2850,GO:1902572,39,P:negative regulation of serine-type peptidase activity
2851,GO:2000438,39,P:negative regulation of monocyte extravasation
2852,GO:0106289,39,P:negative regulation of deadenylation-dependent decapping of nuclear-transcribed mRNA
2853,GO:0045967,39,P:negative regulation of growth rate
2854,GO:2000984,39,P:negative regulation of ATP citrate synthase activity
2855,GO:0051350,39,P:negative regulation of lyase activity
2856,GO:0048239,39,P:negative regulation of DNA recombination at telomere
2857,GO:0070303,39,P:negative regulation of stress-activated protein kinase signaling cascade
2858,GO:1904506,39,P:negative regulation of telomere maintenance in response to DNA damage
2859,GO:1903556,39,P:negative regulation of tumor necrosis factor superfamily cytokine production
2860,GO:1902623,39,P:negative regulation of neutrophil migration
2861,GO:1904876,39,P:negative regulation of DNA ligase activity
2862,GO:1904042,39,P:negative regulation of cystathionine beta-synthase activity
2863,GO:0061170,39,P:negative regulation of hair follicle placode formation
2864,GO:1902567,39,P:negative regulation of eosinophil activation
2865,GO:2000417,39,P:negative regulation of eosinophil migration
2866,GO:0051134,39,P:negative regulation of NK T cell activation
2867,GO:0060101,39,"P:negative regulation of phagocytosis, engulfment"
2868,GO:0032685,39,P:negative regulation of granulocyte macrophage colony-stimulating factor production
2869,GO:0045992,39,P:negative regulation of embryonic development
2870,GO:0032876,39,P:negative regulation of DNA endoreduplication
2871,GO:1901340,39,P:negative regulation of store-operated calcium channel activity
2872,GO:0120094,39,P:negative regulation of peptidyl-lysine crotonylation
2873,GO:1901624,39,P:negative regulation of lymphocyte chemotaxis
2874,GO:2000192,39,P:negative regulation of fatty acid transport
2875,GO:0045620,39,P:negative regulation of lymphocyte differentiation
2876,GO:1903904,39,P:negative regulation of establishment of T cell polarity
2877,GO:0045829,39,P:negative regulation of isotype switching
2878,GO:1905662,39,P:negative regulation of telomerase RNA reverse transcriptase activity
2879,GO:0062030,39,P:negative regulation of stress granule assembly
2880,GO:0035395,39,P:negative regulation of chemokine (C-X-C motif) ligand 9 production
2881,GO:0071584,39,P:negative regulation of zinc ion transmembrane import
2882,GO:1905042,39,P:negative regulation of epithelium regeneration
2883,GO:0051961,39,P:negative regulation of nervous system development
2884,GO:1901994,39,P:negative regulation of meiotic cell cycle phase transition
2885,GO:2000204,39,P:negative regulation of ribosomal large subunit export from nucleus
2886,GO:0060280,39,P:negative regulation of ovulation
2887,GO:1902225,39,P:negative regulation of acrosome reaction
2888,GO:0010533,40,P:regulation of activation of Janus kinase activity
2889,GO:1905689,40,P:positive regulation of diacylglycerol kinase activity
2890,GO:0043128,40,P:positive regulation of 1-phosphatidylinositol 4-kinase activity
2891,GO:1900022,40,P:regulation of D-erythro-sphingosine kinase activity
2892,GO:0090216,40,P:positive regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity
2893,GO:0090219,40,P:negative regulation of lipid kinase activity
2894,GO:1903302,40,P:regulation of pyruvate kinase activity
2895,GO:1903996,40,P:negative regulation of non-membrane spanning protein tyrosine kinase activity
2896,GO:1902569,40,P:negative regulation of activation of Janus kinase activity
2897,GO:0070235,40,P:regulation of activation-induced cell death of T cells
2898,GO:1905945,41,P:regulation of response to calcium ion
2899,GO:0051283,41,P:negative regulation of sequestering of calcium ion
2900,GO:0051042,41,P:negative regulation of calcium-independent cell-cell adhesion
2901,GO:0098746,41,"P:fast, calcium ion-dependent exocytosis of neurotransmitter"
2902,GO:1903235,41,P:positive regulation of calcium ion-dependent exocytosis of neurotransmitter
2903,GO:0110099,41,P:negative regulation of calcium import into the mitochondrion
2904,GO:0010522,41,P:regulation of calcium ion transport into cytosol
2905,GO:1903612,41,P:positive regulation of calcium-dependent ATPase activity
2906,GO:1903514,41,P:release of sequestered calcium ion into cytosol by endoplasmic reticulum
2907,GO:0015692,41,P:lead ion transport
2908,GO:0015676,41,P:vanadium ion transport
2909,GO:0110097,41,P:regulation of calcium import into the mitochondrion
2910,GO:1903280,41,P:negative regulation of calcium:sodium antiporter activity
2911,GO:0043269,41,P:regulation of monoatomic ion transport
2912,GO:0051041,41,P:positive regulation of calcium-independent cell-cell adhesion
2913,GO:1901021,41,P:positive regulation of calcium ion transmembrane transporter activity
2914,GO:1903611,41,P:negative regulation of calcium-dependent ATPase activity
2915,GO:0071579,41,P:regulation of zinc ion transport
2916,GO:0060470,41,P:positive regulation of cytosolic calcium ion concentration involved in egg activation
2917,GO:0046587,41,P:positive regulation of calcium-dependent cell-cell adhesion
2918,GO:0046588,41,P:negative regulation of calcium-dependent cell-cell adhesion
2919,GO:0051282,41,P:regulation of sequestering of calcium ion
2920,GO:0015694,41,P:mercury ion transport
2921,GO:0002760,42,P:positive regulation of antimicrobial humoral response
2922,GO:0070241,42,P:positive regulation of activated T cell autonomous cell death
2923,GO:0045887,42,P:positive regulation of synaptic assembly at neuromuscular junction
2924,GO:1903620,42,P:positive regulation of transdifferentiation
2925,GO:0060301,42,P:positive regulation of cytokine activity
2926,GO:0010808,42,P:positive regulation of synaptic vesicle priming
2927,GO:0035508,42,P:positive regulation of myosin-light-chain-phosphatase activity
2928,GO:1903043,42,P:positive regulation of chondrocyte hypertrophy
2929,GO:1904980,42,P:positive regulation of endosome organization
2930,GO:0034263,42,P:positive regulation of autophagy in response to ER overload
2931,GO:0044089,42,P:positive regulation of cellular component biogenesis
2932,GO:0031439,42,P:positive regulation of mRNA cleavage
2933,GO:1903661,42,P:positive regulation of complement-dependent cytotoxicity
2934,GO:0051582,42,P:positive regulation of neurotransmitter uptake
2935,GO:1903331,42,P:positive regulation of iron-sulfur cluster assembly
2936,GO:1904426,42,P:positive regulation of GTP binding
2937,GO:1905505,42,P:positive regulation of motile cilium assembly
2938,GO:1903917,42,P:positive regulation of endoplasmic reticulum stress-induced eIF2 alpha dephosphorylation
2939,GO:0060731,42,P:positive regulation of intestinal epithelial structure maintenance
2940,GO:1904333,42,P:positive regulation of error-prone translesion synthesis
2941,GO:1904958,42,P:positive regulation of midbrain dopaminergic neuron differentiation
2942,GO:1902824,42,P:positive regulation of late endosome to lysosome transport
2943,GO:0120189,42,P:positive regulation of bile acid secretion
2944,GO:0150145,42,P:positive regulation of CD80 production
2945,GO:0150142,42,P:positive regulation of CD86 production
2946,GO:0010186,42,P:positive regulation of cellular defense response
2947,GO:0002857,42,P:positive regulation of natural killer cell mediated immune response to tumor cell
2948,GO:1902632,42,P:positive regulation of membrane hyperpolarization
2949,GO:0014008,42,P:positive regulation of microglia differentiation
2950,GO:0060450,42,P:positive regulation of hindgut contraction
2951,GO:0140668,42,P:positive regulation of oxytocin production
2952,GO:0046005,42,"P:positive regulation of circadian sleep/wake cycle, REM sleep"
2953,GO:0150129,42,P:positive regulation of interleukin-33 production
2954,GO:0060550,42,"P:positive regulation of fructose 1,6-bisphosphate 1-phosphatase activity"
2955,GO:1905855,42,P:positive regulation of heparan sulfate binding
2956,GO:1905860,42,P:positive regulation of heparan sulfate proteoglycan binding
2957,GO:1903002,42,P:positive regulation of lipid transport across blood-brain barrier
2958,GO:0062100,42,P:positive regulation of programmed necrotic cell death
2959,GO:0035491,42,P:positive regulation of leukotriene production involved in inflammatory response
2960,GO:1901331,42,P:positive regulation of odontoblast differentiation
2961,GO:0140214,42,P:positive regulation of long-chain fatty acid import into cell
2962,GO:1902905,42,P:positive regulation of supramolecular fiber organization
2963,GO:1903771,42,P:positive regulation of beta-galactosidase activity
2964,GO:0010925,42,P:positive regulation of inositol-polyphosphate 5-phosphatase activity
2965,GO:0003065,42,P:positive regulation of heart rate by epinephrine
2966,GO:0090274,42,P:positive regulation of somatostatin secretion
2967,GO:1904762,42,P:positive regulation of myofibroblast differentiation
2968,GO:1901394,42,P:positive regulation of transforming growth factor beta1 activation
2969,GO:1902380,42,P:positive regulation of endoribonuclease activity
2970,GO:0140543,42,P:positive regulation of piRNA transcription
2971,GO:1905062,42,P:positive regulation of cardioblast proliferation
2972,GO:0032077,42,P:positive regulation of deoxyribonuclease activity
2973,GO:0055020,42,P:positive regulation of cardiac muscle fiber development
2974,GO:1902161,42,P:positive regulation of cyclic nucleotide-gated ion channel activity
2975,GO:0001815,42,P:positive regulation of antibody-dependent cellular cytotoxicity
2976,GO:0070572,42,P:positive regulation of neuron projection regeneration
2977,GO:0002678,42,P:positive regulation of chronic inflammatory response
2978,GO:0061365,42,P:positive regulation of triglyceride lipase activity
2979,GO:1903676,42,P:positive regulation of cap-dependent translational initiation
2980,GO:0033343,42,P:positive regulation of collagen binding
2981,GO:1905269,42,P:positive regulation of chromatin organization
2982,GO:1901875,42,P:positive regulation of post-translational protein modification
2983,GO:1903893,42,P:positive regulation of ATF6-mediated unfolded protein response
2984,GO:1904877,42,P:positive regulation of DNA ligase activity
2985,GO:1905956,42,P:positive regulation of endothelial tube morphogenesis
2986,GO:0003099,42,P:positive regulation of the force of heart contraction by chemical signal
2987,GO:2000388,42,P:positive regulation of antral ovarian follicle growth
2988,GO:0001809,42,P:positive regulation of type IV hypersensitivity
2989,GO:1905091,42,P:positive regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization
2990,GO:1904411,42,P:positive regulation of secretory granule organization
2991,GO:1902910,42,P:positive regulation of melanosome transport
2992,GO:0032385,42,P:positive regulation of intracellular cholesterol transport
2993,GO:1902546,42,P:positive regulation of DNA N-glycosylase activity
2994,GO:2000572,42,P:positive regulation of interleukin-4-dependent isotype switching to IgE isotypes
2995,GO:1904303,42,P:positive regulation of maternal process involved in parturition
2996,GO:0032075,42,P:positive regulation of nuclease activity
2997,GO:1901835,42,P:positive regulation of deadenylation-independent decapping of nuclear-transcribed mRNA
2998,GO:1905247,42,P:positive regulation of aspartic-type peptidase activity
2999,GO:0045938,42,"P:positive regulation of circadian sleep/wake cycle, sleep"
3000,GO:0002882,42,P:positive regulation of chronic inflammatory response to non-antigenic stimulus
3001,GO:0032244,42,P:positive regulation of nucleoside transport
3002,GO:1902761,42,P:positive regulation of chondrocyte development
3003,GO:1903367,42,P:positive regulation of fear response
3004,GO:1901341,42,P:positive regulation of store-operated calcium channel activity
3005,GO:0014064,42,P:positive regulation of serotonin secretion
3006,GO:0002885,42,P:positive regulation of hypersensitivity
3007,GO:0045660,42,P:positive regulation of neutrophil differentiation
3008,GO:0001912,42,P:positive regulation of leukocyte mediated cytotoxicity
3009,GO:1904325,42,P:positive regulation of inhibitory G protein-coupled receptor phosphorylation
3010,GO:1904414,42,P:positive regulation of cardiac ventricle development
3011,GO:1903284,42,P:positive regulation of glutathione peroxidase activity
3012,GO:1905164,42,P:positive regulation of phagosome maturation
3013,GO:0150072,42,P:positive regulation of arginase activity
3014,GO:2000464,42,P:positive regulation of astrocyte chemotaxis
3015,GO:0032752,42,P:positive regulation of interleukin-3 production
3016,GO:0046824,42,P:positive regulation of nucleocytoplasmic transport
3017,GO:2000513,42,P:positive regulation of granzyme A production
3018,GO:0035229,42,P:positive regulation of glutamate-cysteine ligase activity
3019,GO:0030844,42,P:positive regulation of intermediate filament depolymerization
3020,GO:1903920,42,P:positive regulation of actin filament severing
3021,GO:1903435,42,P:positive regulation of constitutive secretory pathway
3022,GO:1904094,42,P:positive regulation of autophagic cell death
3023,GO:0032901,42,P:positive regulation of neurotrophin production
3024,GO:0090340,42,P:positive regulation of secretion of lysosomal enzymes
3025,GO:1903007,42,P:positive regulation of Lys63-specific deubiquitinase activity
3026,GO:0070963,42,P:positive regulation of neutrophil mediated killing of gram-negative bacterium
3027,GO:1905520,42,P:positive regulation of presynaptic active zone assembly
3028,GO:0032738,42,P:positive regulation of interleukin-15 production
3029,GO:1905676,42,P:positive regulation of adaptive immune memory response
3030,GO:0051623,42,P:positive regulation of norepinephrine uptake
3031,GO:1904050,42,P:positive regulation of spontaneous neurotransmitter secretion
3032,GO:1901258,42,P:positive regulation of macrophage colony-stimulating factor production
3033,GO:0106022,42,P:positive regulation of vesicle docking
3034,GO:0061874,42,P:positive regulation of hepatic stellate cell contraction
3035,GO:1903755,42,P:positive regulation of SUMO transferase activity
3036,GO:2000415,42,P:positive regulation of fibronectin-dependent thymocyte migration
3037,GO:1902078,42,P:positive regulation of lateral motor column neuron migration
3038,GO:1902722,42,P:positive regulation of prolactin secretion
3039,GO:0032916,42,P:positive regulation of transforming growth factor beta3 production
3040,GO:0099533,42,P:positive regulation of presynaptic cytosolic calcium concentration
3041,GO:2001031,42,P:positive regulation of cellular glucuronidation
3042,GO:2000597,42,P:positive regulation of optic nerve formation
3043,GO:1905612,42,P:positive regulation of mRNA cap binding
3044,GO:1903036,42,P:positive regulation of response to wounding
3045,GO:2000570,42,P:positive regulation of T-helper 2 cell activation
3046,GO:1905528,42,P:positive regulation of Golgi lumen acidification
3047,GO:1900163,42,P:positive regulation of phospholipid scramblase activity
3048,GO:0150153,42,P:positive regulation of interleukin-17A production
3049,GO:0001812,42,P:positive regulation of type I hypersensitivity
3050,GO:1901254,42,P:positive regulation of intracellular transport of viral material
3051,GO:0048087,42,P:positive regulation of developmental pigmentation
3052,GO:1905698,42,P:positive regulation of polysome binding
3053,GO:1905216,42,P:positive regulation of RNA binding
3054,GO:1903886,42,P:positive regulation of chemokine (C-C motif) ligand 20 production
3055,GO:1903632,42,P:positive regulation of aminoacyl-tRNA ligase activity
3056,GO:0036494,42,P:positive regulation of translation initiation in response to endoplasmic reticulum stress
3057,GO:0098530,42,P:positive regulation of strand invasion
3058,GO:0140131,42,P:positive regulation of lymphocyte chemotaxis
3059,GO:0061189,42,P:positive regulation of sclerotome development
3060,GO:1903629,42,P:positive regulation of dUTP diphosphatase activity
3061,GO:2000802,42,P:positive regulation of endocardial cushion to mesenchymal transition involved in heart valve formation
3062,GO:1905608,42,P:positive regulation of presynapse assembly
3063,GO:1901610,42,P:positive regulation of vesicle transport along microtubule
3064,GO:0110113,42,P:positive regulation of lipid transporter activity
3065,GO:2000478,42,P:positive regulation of metanephric podocyte development
3066,GO:2000534,42,P:positive regulation of renal albumin absorption
3067,GO:0032739,42,P:positive regulation of interleukin-16 production
3068,GO:1904677,42,P:positive regulation of somatic stem cell division
3069,GO:0061890,42,P:positive regulation of astrocyte activation
3070,GO:1904120,42,P:positive regulation of otic vesicle morphogenesis
3071,GO:0060566,42,P:positive regulation of termination of DNA-templated transcription
3072,GO:0071660,42,P:positive regulation of IP-10 production
3073,GO:1904247,42,P:positive regulation of polynucleotide adenylyltransferase activity
3074,GO:0032379,42,P:positive regulation of intracellular lipid transport
3075,GO:0090321,42,P:positive regulation of chylomicron remnant clearance
3076,GO:0003353,42,P:positive regulation of cilium movement
3077,GO:1904034,42,P:positive regulation of t-SNARE clustering
3078,GO:0061931,42,P:positive regulation of erythrocyte enucleation
3079,GO:1905188,42,P:positive regulation of metaphase/anaphase transition of meiosis I
3080,GO:1903064,42,P:positive regulation of reverse cholesterol transport
3081,GO:0002684,42,P:positive regulation of immune system process
3082,GO:1902771,42,P:positive regulation of choline O-acetyltransferase activity
3083,GO:1902955,42,P:positive regulation of early endosome to recycling endosome transport
3084,GO:1902437,42,P:positive regulation of male mating behavior
3085,GO:2000979,42,P:positive regulation of forebrain neuron differentiation
3086,GO:2000158,42,P:positive regulation of ubiquitin-specific protease activity
3087,GO:0071654,42,P:positive regulation of chemokine (C-C motif) ligand 1 production
3088,GO:0060381,42,P:positive regulation of single-stranded telomeric DNA binding
3089,GO:1904744,42,P:positive regulation of telomeric DNA binding
3090,GO:1905116,42,P:positive regulation of lateral attachment of mitotic spindle microtubules to kinetochore
3091,GO:1904731,42,P:positive regulation of intestinal lipid absorption
3092,GO:0090326,42,P:positive regulation of locomotion involved in locomotory behavior
3093,GO:2001250,42,P:positive regulation of ammonia assimilation cycle
3094,GO:1903200,42,P:positive regulation of L-dopa decarboxylase activity
3095,GO:1903168,42,P:positive regulation of pyrroline-5-carboxylate reductase activity
3096,GO:1903178,42,P:positive regulation of tyrosine 3-monooxygenase activity
3097,GO:1903781,42,P:positive regulation of cardiac conduction
3098,GO:2000487,42,P:positive regulation of glutamine transport
3099,GO:0061881,42,P:positive regulation of anterograde axonal transport of mitochondrion
3100,GO:0051050,42,P:positive regulation of transport
3101,GO:2000836,42,P:positive regulation of androgen secretion
3102,GO:0061090,42,P:positive regulation of sequestering of zinc ion
3103,GO:0070368,42,P:positive regulation of hepatocyte differentiation
3104,GO:2001153,42,P:positive regulation of renal water transport
3105,GO:2000208,42,P:positive regulation of ribosomal small subunit export from nucleus
3106,GO:0062000,42,P:positive regulation of cardiac endothelial to mesenchymal transition
3107,GO:0048520,42,P:positive regulation of behavior
3108,GO:0051251,42,P:positive regulation of lymphocyte activation
3109,GO:0051957,42,P:positive regulation of amino acid transport
3110,GO:0045911,42,P:positive regulation of DNA recombination
3111,GO:2000854,42,P:positive regulation of corticosterone secretion
3112,GO:2000105,42,P:positive regulation of DNA-templated DNA replication
3113,GO:1903017,42,P:positive regulation of exo-alpha-sialidase activity
3114,GO:1905415,42,P:positive regulation of dense core granule exocytosis
3115,GO:1903387,42,P:positive regulation of homophilic cell adhesion
3116,GO:1904716,42,P:positive regulation of chaperone-mediated autophagy
3117,GO:1900370,42,P:positive regulation of post-transcriptional gene silencing by RNA
3118,GO:0046645,42,P:positive regulation of gamma-delta T cell activation
3119,GO:2000872,42,P:positive regulation of progesterone secretion
3120,GO:2000560,42,P:positive regulation of CD24 production
3121,GO:1903301,42,P:positive regulation of hexokinase activity
3122,GO:0048075,42,P:positive regulation of eye pigmentation
3123,GO:0007072,42,P:positive regulation of transcription involved in exit from mitosis
3124,GO:0060094,42,"P:positive regulation of synaptic transmission, glycinergic"
3125,GO:1902553,42,P:positive regulation of catalase activity
3126,GO:0060383,42,P:positive regulation of DNA strand elongation
3127,GO:2001019,42,P:positive regulation of retrograde axon cargo transport
3128,GO:1904535,42,P:positive regulation of telomeric loop disassembly
3129,GO:1905291,42,P:positive regulation of CAMKK-AMPK signaling cascade
3130,GO:0045960,42,"P:positive regulation of complement activation, classical pathway"
3131,GO:1905808,42,P:positive regulation of synapse pruning
3132,GO:1902117,42,P:positive regulation of organelle assembly
3133,GO:1904346,42,P:positive regulation of gastric mucosal blood circulation
3134,GO:1903508,42,P:positive regulation of nucleic acid-templated transcription
3135,GO:2000287,42,P:positive regulation of myotome development
3136,GO:2000193,42,P:positive regulation of fatty acid transport
3137,GO:0160020,42,P:positive regulation of ferroptosis
3138,GO:1903343,42,P:positive regulation of meiotic DNA double-strand break formation
3139,GO:0070898,43,P:RNA polymerase III preinitiation complex assembly
3140,GO:1904837,43,P:beta-catenin-TCF complex assembly
3141,GO:0002398,43,P:MHC class Ib protein complex assembly
3142,GO:1902977,43,P:mitotic DNA replication preinitiation complex assembly
3143,GO:1904723,43,P:negative regulation of Wnt-Frizzled-LRP5/6 complex assembly
3144,GO:0080129,43,P:proteasome core complex assembly
3145,GO:0090230,43,P:regulation of centromere complex assembly
3146,GO:0065005,43,P:protein-lipid complex assembly
3147,GO:0010990,43,P:regulation of SMAD protein complex assembly
3148,GO:0017004,43,P:cytochrome complex assembly
3149,GO:1900225,43,P:regulation of NLRP3 inflammasome complex assembly
3150,GO:0002399,43,P:MHC class II protein complex assembly
3151,GO:0035543,43,P:positive regulation of SNARE complex assembly
3152,GO:0160075,43,P:non-canonical inflammasome complex assembly
3153,GO:1904792,43,P:positive regulation of shelterin complex assembly
3154,GO:0090126,43,P:protein-containing complex assembly involved in synapse maturation
3155,GO:0140739,43,P:NLRP6 inflammasome complex assembly
3156,GO:0006463,43,P:steroid hormone receptor complex assembly
3157,GO:1905537,43,P:positive regulation of eukaryotic translation initiation factor 4F complex assembly
3158,GO:0036285,43,P:SAGA complex assembly
3159,GO:1902605,43,P:heterotrimeric G-protein complex assembly
3160,GO:1904791,43,P:negative regulation of shelterin complex assembly
3161,GO:0006294,43,"P:nucleotide-excision repair, preincision complex assembly"
3162,GO:2001178,43,P:positive regulation of mediator complex assembly
3163,GO:0043461,43,P:proton-transporting ATP synthase complex assembly
3164,GO:1904240,43,P:negative regulation of VCP-NPL4-UFD1 AAA ATPase complex assembly
3165,GO:1904902,43,P:ESCRT III complex assembly
3166,GO:1903073,43,P:negative regulation of death-inducing signaling complex assembly
3167,GO:1904784,43,P:NLRP1 inflammasome complex assembly
