,Unnamed: 0,GO,Function
94409,94409,GO:0032990,P:cell part morphogenesis
94411,94411,GO:0046814,P:coreceptor-mediated virion attachment to host cell
94486,94486,GO:0072599,P:establishment of protein localization to endoplasmic reticulum
94603,94603,GO:0070367,P:negative regulation of hepatocyte differentiation
94659,94659,GO:1902437,P:positive regulation of male mating behavior
94720,94720,GO:1905454,P:negative regulation of myeloid progenitor cell differentiation
94735,94735,GO:0061114,P:branching involved in pancreas morphogenesis
94743,94743,GO:0002194,P:hepatocyte cell migration
94767,94767,GO:0043049,P:otic placode formation
94770,94770,GO:1901978,P:positive regulation of cell cycle checkpoint
94775,94775,GO:2000979,P:positive regulation of forebrain neuron differentiation
94869,94869,GO:0002786,P:regulation of antibacterial peptide production
94877,94877,GO:0090500,P:endocardial cushion to mesenchymal transition
94895,94895,GO:0046900,P:tetrahydrofolylpolyglutamate metabolic process
94962,94962,GO:0106227,P:peptidyl-lysine glutarylation
95047,95047,GO:1902682,P:protein localization to pericentric heterochromatin
95146,95146,GO:2000158,P:positive regulation of ubiquitin-specific protease activity
95158,95158,GO:0046587,P:positive regulation of calcium-dependent cell-cell adhesion
95197,95197,GO:0043134,P:regulation of hindgut contraction
95221,95221,GO:0070486,P:leukocyte aggregation
95244,95244,GO:0042668,P:auditory receptor cell fate determination
95245,95245,GO:0042667,P:auditory receptor cell fate specification
95270,95270,GO:1901988,P:negative regulation of cell cycle phase transition
95280,95280,GO:0003335,P:corneocyte development
95362,95362,GO:0015723,P:bilirubin transport
95380,95380,GO:1905768,P:negative regulation of double-stranded telomeric DNA binding
95475,95475,GO:1904003,P:negative regulation of sebum secreting cell proliferation
95503,95503,GO:0035239,P:tube morphogenesis
95509,95509,GO:1904401,P:cellular response to Thyroid stimulating hormone
95581,95581,GO:0150115,P:cell-substrate junction organization
95597,95597,GO:0046031,P:ADP metabolic process
95600,95600,GO:0071247,P:cellular response to chromate
95621,95621,GO:1904710,P:positive regulation of granulosa cell apoptotic process
95624,95624,GO:1902220,P:positive regulation of intrinsic apoptotic signaling pathway in response to osmotic stress
95634,95634,GO:1901423,P:response to benzene
95671,95671,GO:0002508,P:central tolerance induction
95677,95677,GO:0072016,P:glomerular parietal epithelial cell development
95693,95693,GO:0002897,P:positive regulation of central B cell tolerance induction
95803,95803,GO:0034127,P:regulation of MyD88-independent toll-like receptor signaling pathway
95946,95946,GO:1904353,P:regulation of telomere capping
96042,96042,GO:0071266,P:'de novo' L-methionine biosynthetic process
96044,96044,GO:0006577,P:amino-acid betaine metabolic process
96047,96047,GO:0050666,P:regulation of homocysteine metabolic process
96101,96101,GO:0071654,P:positive regulation of chemokine (C-C motif) ligand 1 production
96172,96172,GO:1901003,P:negative regulation of fermentation
96176,96176,GO:0009398,P:FMN biosynthetic process
96180,96180,GO:0009231,P:riboflavin biosynthetic process
96184,96184,GO:1901233,P:negative regulation of convergent extension involved in axis elongation
96186,96186,GO:1901231,P:positive regulation of non-canonical Wnt signaling pathway via JNK cascade
96202,96202,GO:2000639,P:negative regulation of SREBP signaling pathway
96259,96259,GO:0035872,"P:nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway"
96263,96263,GO:2000374,P:regulation of oxygen metabolic process
96320,96320,GO:0015790,P:UDP-xylose transmembrane transport
96339,96339,GO:0106047,P:polyamine deacetylation
96342,96342,GO:0106048,P:spermidine deacetylation
96445,96445,GO:0090615,P:mitochondrial mRNA processing
96466,96466,GO:0005996,P:monosaccharide metabolic process
96468,96468,GO:0030309,P:poly-N-acetyllactosamine metabolic process
96471,96471,GO:0035780,P:CD80 biosynthetic process
96488,96488,GO:0036085,P:GDP-fucose import into Golgi lumen
96545,96545,GO:0072703,P:cellular response to methyl methanesulfonate
96603,96603,GO:0034203,P:glycolipid translocation
96708,96708,GO:0060381,P:positive regulation of single-stranded telomeric DNA binding
96714,96714,GO:0035282,P:segmentation
96732,96732,GO:1901148,P:gene expression involved in extracellular matrix organization
96857,96857,GO:0031651,P:negative regulation of heat generation
96911,96911,GO:1900477,P:negative regulation of G1/S transition of mitotic cell cycle by negative regulation of transcription from RNA polymerase II promoter
96933,96933,GO:0048264,P:determination of ventral identity
96946,96946,GO:1904744,P:positive regulation of telomeric DNA binding
97074,97074,GO:0019321,P:pentose metabolic process
97075,97075,GO:0035801,P:adrenal cortex development
97138,97138,GO:0070247,P:regulation of natural killer cell apoptotic process
97185,97185,GO:0090177,P:establishment of planar polarity involved in neural tube closure
97362,97362,GO:0046588,P:negative regulation of calcium-dependent cell-cell adhesion
97370,97370,GO:0035863,P:dITP catabolic process
97376,97376,GO:0016077,P:sno(s)RNA catabolic process
97400,97400,GO:0071951,P:conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
97402,97402,GO:0010879,P:cholesterol transport involved in cholesterol storage
97437,97437,GO:1904983,P:glycine import into mitochondrion
97482,97482,GO:0033045,P:regulation of sister chromatid segregation
97519,97519,GO:1903850,P:regulation of cristae formation
97560,97560,GO:0051658,P:maintenance of nucleus location
97564,97564,GO:1902424,P:negative regulation of attachment of mitotic spindle microtubules to kinetochore
97568,97568,GO:2000655,P:negative regulation of cellular response to testosterone stimulus
97576,97576,GO:1900113,P:negative regulation of histone H3-K9 trimethylation
97639,97639,GO:0034391,P:regulation of smooth muscle cell apoptotic process
97685,97685,GO:0070130,P:negative regulation of mitochondrial translation
97686,97686,GO:0090071,P:negative regulation of ribosome biogenesis
97718,97718,GO:0044779,P:meiotic spindle checkpoint signaling
97868,97868,GO:0046204,P:nor-spermidine metabolic process
97869,97869,GO:0032920,P:putrescine acetylation
97871,97871,GO:0032919,P:spermine acetylation
97914,97914,GO:0007225,P:patched ligand maturation
97949,97949,GO:1990700,P:nucleolar chromatin organization
97969,97969,GO:0032074,P:negative regulation of nuclease activity
98011,98011,GO:0048297,P:negative regulation of isotype switching to IgA isotypes
98043,98043,GO:0018142,P:protein-DNA covalent cross-linking
98049,98049,GO:1904902,P:ESCRT III complex assembly
98077,98077,GO:1900737,P:negative regulation of phospholipase C-activating G protein-coupled receptor signaling pathway
98082,98082,GO:1900276,P:regulation of proteinase activated receptor activity
98097,98097,GO:1905045,P:negative regulation of Schwann cell proliferation involved in axon regeneration
98169,98169,GO:0032361,P:pyridoxal phosphate catabolic process
98194,98194,GO:1905116,P:positive regulation of lateral attachment of mitotic spindle microtubules to kinetochore
98299,98299,GO:0007147,P:female meiosis II
98317,98317,GO:0060097,"P:cytoskeletal rearrangement involved in phagocytosis, engulfment"
98335,98335,GO:0034642,P:mitochondrion migration along actin filament
98409,98409,GO:0061185,P:negative regulation of dermatome development
98524,98524,GO:0016261,P:selenocysteine catabolic process
98572,98572,GO:1990758,P:mitotic sister chromatid biorientation
98702,98702,GO:0090085,P:regulation of protein deubiquitination
98724,98724,GO:0035932,P:aldosterone secretion
98868,98868,GO:0090389,P:phagosome-lysosome fusion involved in apoptotic cell clearance
99025,99025,GO:0033002,P:muscle cell proliferation
99070,99070,GO:0002756,P:MyD88-independent toll-like receptor signaling pathway
99093,99093,GO:0036166,P:phenotypic switching
99170,99170,GO:0001770,P:establishment of natural killer cell polarity
99209,99209,GO:1902349,P:response to chloroquine
99262,99262,GO:0097712,"P:vesicle targeting, trans-Golgi to periciliary membrane compartment"
99376,99376,GO:0071478,P:cellular response to radiation
99418,99418,GO:1905070,P:anterior visceral endoderm cell migration
99444,99444,GO:2000691,P:negative regulation of cardiac muscle cell myoblast differentiation
99450,99450,GO:0061865,P:polarized secretion of basement membrane proteins in epithelium
99497,99497,GO:0062237,P:protein localization to postsynapse
99499,99499,GO:0140450,P:protein targeting to Golgi apparatus
99522,99522,GO:0001178,P:regulation of transcriptional start site selection at RNA polymerase II promoter
99549,99549,GO:1990297,P:renal amino acid absorption
99643,99643,GO:0098829,P:intestinal folate absorption
99693,99693,GO:1904731,P:positive regulation of intestinal lipid absorption
99755,99755,GO:0030037,P:actin filament reorganization involved in cell cycle
99851,99851,GO:0097006,P:regulation of plasma lipoprotein particle levels
99868,99868,GO:0046491,P:L-methylmalonyl-CoA metabolic process
99894,99894,GO:0043012,P:regulation of fusion of sperm to egg plasma membrane
100088,100088,GO:2000380,P:regulation of mesoderm development
100115,100115,GO:0042748,"P:circadian sleep/wake cycle, non-REM sleep"
100124,100124,GO:0001680,P:tRNA 3'-terminal CCA addition
100223,100223,GO:1904290,P:negative regulation of mitotic DNA damage checkpoint
100231,100231,GO:1903841,P:cellular response to arsenite(3-)
100247,100247,GO:1903294,"P:regulation of glutamate secretion, neurotransmission"
100269,100269,GO:0006392,P:transcription elongation by mitochondrial RNA polymerase
100270,100270,GO:0097711,P:ciliary basal body-plasma membrane docking
100303,100303,GO:0099639,"P:neurotransmitter receptor transport, endosome to plasma membrane"
100309,100309,GO:0090326,P:positive regulation of locomotion involved in locomotory behavior
100323,100323,GO:2000331,P:regulation of terminal button organization
100340,100340,GO:0021831,P:embryonic olfactory bulb interneuron precursor migration
100450,100450,GO:0038185,P:intracellular bile acid receptor signaling pathway
100467,100467,GO:0001080,P:nitrogen catabolite activation of transcription from RNA polymerase II promoter
100470,100470,GO:2001250,P:positive regulation of ammonia assimilation cycle
100472,100472,GO:2000213,P:positive regulation of glutamate metabolic process
100476,100476,GO:1905695,P:positive regulation of phosphatidic acid biosynthetic process
100484,100484,GO:0034255,P:regulation of urea metabolic process
100546,100546,GO:1902855,P:regulation of non-motile cilium assembly
100618,100618,GO:0019440,P:tryptophan catabolic process to indole-3-acetate
100637,100637,GO:0009452,P:7-methylguanosine RNA capping
100638,100638,GO:0022613,P:ribonucleoprotein complex biogenesis
100641,100641,GO:0045175,P:basal protein localization
100740,100740,GO:1903302,P:regulation of pyruvate kinase activity
100754,100754,GO:0048327,P:axial mesodermal cell fate specification
100765,100765,GO:0060802,P:epiblast cell-extraembryonic ectoderm cell signaling involved in anterior/posterior axis specification
100766,100766,GO:0033505,P:floor plate morphogenesis
100771,100771,GO:0060460,P:left lung morphogenesis
100784,100784,GO:0010085,P:polarity specification of proximal/distal axis
100801,100801,GO:0090010,P:transforming growth factor beta receptor signaling pathway involved in primitive streak formation
100872,100872,GO:1904372,P:positive regulation of protein localization to actin cortical patch
100874,100874,GO:1903119,P:protein localization to actin cytoskeleton
100875,100875,GO:1990778,P:protein localization to cell periphery
100886,100886,GO:1904373,P:response to kainic acid
100887,100887,GO:1904386,P:response to L-phenylalanine derivative
100976,100976,GO:2001253,P:regulation of histone H3-K36 trimethylation
100977,100977,GO:0090239,P:regulation of histone H4 acetylation
100993,100993,GO:1901675,P:negative regulation of histone H3-K27 acetylation
101010,101010,GO:0051595,P:response to methylglyoxal
101018,101018,GO:1902607,P:negative regulation of large conductance calcium-activated potassium channel activity
101030,101030,GO:0045903,P:positive regulation of translational fidelity
101063,101063,GO:0035304,P:regulation of protein dephosphorylation
101071,101071,GO:0061300,P:cerebellum vasculature development
101083,101083,GO:0018191,P:peptidyl-serine octanoylation
101084,101084,GO:0051366,P:protein decanoylation
101131,101131,GO:0000160,P:phosphorelay signal transduction system
101192,101192,GO:0051545,P:negative regulation of elastin biosynthetic process
101212,101212,GO:0097210,P:response to gonadotropin-releasing hormone
101248,101248,GO:0018352,P:protein-pyridoxal-5-phosphate linkage
101295,101295,GO:0071244,P:cellular response to carbon dioxide
101297,101297,GO:0048894,P:efferent axon development in a lateral line nerve
101302,101302,GO:0021723,P:medullary reticular formation development
101311,101311,GO:0048486,P:parasympathetic nervous system development
101321,101321,GO:0061452,P:retrotrapezoid nucleus neuron differentiation
101376,101376,GO:1990113,P:RNA polymerase I assembly
101378,101378,GO:1990115,P:RNA polymerase III assembly
101383,101383,GO:0019478,P:D-amino acid catabolic process
101409,101409,GO:0140041,P:cellular detoxification of methylglyoxal
101410,101410,GO:0036471,P:cellular response to glyoxal
101415,101415,GO:0050787,P:detoxification of mercury ion
101419,101419,GO:0036531,P:glutathione deglycation
101420,101420,GO:0046295,P:glycolate biosynthetic process
101421,101421,GO:1903189,P:glyoxal metabolic process
101422,101422,GO:0106044,P:guanine deglycation
101423,101423,GO:0106046,"P:guanine deglycation, glyoxal removal"
101424,101424,GO:0106045,"P:guanine deglycation, methylglyoxal removal"
101431,101431,GO:0061727,P:methylglyoxal catabolic process to lactate
101437,101437,GO:1903073,P:negative regulation of death-inducing signaling complex assembly
101459,101459,GO:1903122,P:negative regulation of TRAIL-activated apoptotic signaling pathway
101462,101462,GO:0036527,P:peptidyl-arginine deglycation
101463,101463,GO:0036526,P:peptidyl-cysteine deglycation
101464,101464,GO:0036528,P:peptidyl-lysine deglycation
101472,101472,GO:1903197,P:positive regulation of L-dopa biosynthetic process
101473,101473,GO:1903200,P:positive regulation of L-dopa decarboxylase activity
101482,101482,GO:1903168,P:positive regulation of pyrroline-5-carboxylate reductase activity
101487,101487,GO:1903178,P:positive regulation of tyrosine 3-monooxygenase activity
101488,101488,GO:0036529,"P:protein deglycation, glyoxal removal"
101489,101489,GO:0036530,"P:protein deglycation, methylglyoxal removal"
101498,101498,GO:1902903,P:regulation of supramolecular fiber organization
101537,101537,GO:0071600,P:otic vesicle morphogenesis
101617,101617,GO:0030264,P:nuclear fragmentation involved in apoptotic nuclear change
101619,101619,GO:2000724,P:positive regulation of cardiac vascular smooth muscle cell differentiation
101799,101799,GO:0043132,P:NAD transport
101833,101833,GO:0051709,P:regulation of killing of cells of another organism
101914,101914,GO:0060980,P:cell migration involved in coronary vasculogenesis
101930,101930,GO:1903781,P:positive regulation of cardiac conduction
101981,101981,GO:0016259,P:selenocysteine metabolic process
102068,102068,GO:1903811,P:L-asparagine import across plasma membrane
102072,102072,GO:2000487,P:positive regulation of glutamine transport
102130,102130,GO:0022406,P:membrane docking
102253,102253,GO:0061881,P:positive regulation of anterograde axonal transport of mitochondrion
102335,102335,GO:0062173,P:brexanolone metabolic process
102386,102386,GO:0051050,P:positive regulation of transport
102411,102411,GO:0031441,P:negative regulation of mRNA 3'-end processing
102431,102431,GO:1904580,P:regulation of intracellular mRNA localization
102457,102457,GO:2000549,P:positive regulation of dendritic cell dendrite assembly
102658,102658,GO:2000836,P:positive regulation of androgen secretion
102840,102840,GO:0072285,P:mesenchymal to epithelial transition involved in metanephric renal vesicle formation
102871,102871,GO:2000826,P:regulation of heart morphogenesis
102877,102877,GO:0021910,P:smoothened signaling pathway involved in ventral spinal cord patterning
102882,102882,GO:0007371,P:ventral midline determination
102898,102898,GO:0009682,P:induced systemic resistance
102927,102927,GO:2000338,P:regulation of chemokine (C-X-C motif) ligand 1 production
102935,102935,GO:0002238,P:response to molecule of fungal origin
102949,102949,GO:0061381,P:cell migration in diencephalon
102952,102952,GO:0021855,P:hypothalamus cell migration
102955,102955,GO:0061377,P:mammary gland lobule development
102956,102956,GO:0021767,P:mammillary body development
102957,102957,GO:0061374,P:mammillothalamic axonal tract development
103184,103184,GO:0071105,P:response to interleukin-11
103203,103203,GO:0021602,P:cranial nerve morphogenesis
103289,103289,GO:0014734,P:skeletal muscle hypertrophy
103294,103294,GO:0140074,P:cardiac endothelial to mesenchymal transition
103352,103352,GO:0006681,P:galactosylceramide metabolic process
103451,103451,GO:0072684,"P:mitochondrial tRNA 3'-trailer cleavage, endonucleolytic"
103487,103487,GO:0051341,P:regulation of oxidoreductase activity
103635,103635,GO:0046986,P:negative regulation of hemoglobin biosynthetic process
103636,103636,GO:0045993,P:negative regulation of translational initiation by iron
103678,103678,GO:0051886,P:negative regulation of timing of anagen
103704,103704,GO:1990550,P:mitochondrial alpha-ketoglutarate transmembrane transport
103733,103733,GO:0055024,P:regulation of cardiac muscle tissue development
103736,103736,GO:0090135,P:actin filament branching
103769,103769,GO:0061090,P:positive regulation of sequestering of zinc ion
103773,103773,GO:0140916,P:zinc ion import into lysosome
103774,103774,GO:0140917,P:zinc ion import into mitochondrion
103776,103776,GO:0140914,P:zinc ion import into secretory vesicle
103777,103777,GO:0140915,P:zinc ion import into zymogen granule
103785,103785,GO:0003259,P:cardioblast anterior-lateral migration
103786,103786,GO:0060975,P:cardioblast migration to the midline involved in heart field formation
103797,103797,GO:0042664,P:negative regulation of endodermal cell fate specification
103803,103803,GO:0070368,P:positive regulation of hepatocyte differentiation
103811,103811,GO:0060921,P:sinoatrial node cell differentiation
103812,103812,GO:0003236,P:sinus venosus morphogenesis
103821,103821,GO:0060857,P:establishment of glial blood-brain barrier
103834,103834,GO:0070625,P:zymogen granule exocytosis
103862,103862,GO:1903259,P:exon-exon junction complex disassembly
103896,103896,GO:0061620,P:glycolytic process through glucose-6-phosphate
103933,103933,GO:0070651,P:nonfunctional rRNA decay
103935,103935,GO:0070481,"P:nuclear-transcribed mRNA catabolic process, non-stop decay"
103939,103939,GO:0071025,P:RNA surveillance
104014,104014,GO:1904356,P:regulation of telomere maintenance via telomere lengthening
104106,104106,GO:2000314,P:negative regulation of fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation
104107,104107,GO:0090301,P:negative regulation of neural crest formation
104160,104160,GO:2001153,P:positive regulation of renal water transport
104194,104194,GO:0002761,P:regulation of myeloid leukocyte differentiation
104250,104250,GO:1990739,P:granulosa cell proliferation
104256,104256,GO:1904197,P:positive regulation of granulosa cell proliferation
104348,104348,GO:0042357,P:thiamine diphosphate metabolic process
104496,104496,GO:1904867,P:protein localization to Cajal body
104497,104497,GO:0034337,P:RNA folding
104499,104499,GO:0090671,P:telomerase RNA localization to Cajal body
104500,104500,GO:0032203,P:telomere formation via telomerase
104509,104509,GO:0019290,P:siderophore biosynthetic process
104562,104562,GO:0051282,P:regulation of sequestering of calcium ion
104588,104588,GO:0071629,P:cytoplasm protein quality control by the ubiquitin-proteasome system
104615,104615,GO:0018011,P:N-terminal peptidyl-alanine methylation
104616,104616,GO:0018012,P:N-terminal peptidyl-alanine trimethylation
104617,104617,GO:0018013,P:N-terminal peptidyl-glycine methylation
104618,104618,GO:0018016,P:N-terminal peptidyl-proline dimethylation
104619,104619,GO:0035568,P:N-terminal peptidyl-proline methylation
104620,104620,GO:0035572,P:N-terminal peptidyl-serine dimethylation
104621,104621,GO:0035570,P:N-terminal peptidyl-serine methylation
104622,104622,GO:0035573,P:N-terminal peptidyl-serine trimethylation
104653,104653,GO:1902669,P:positive regulation of axon guidance
104656,104656,GO:0044602,P:protein deadenylylation
104741,104741,GO:0042219,P:cellular modified amino acid catabolic process
104754,104754,GO:2000208,P:positive regulation of ribosomal small subunit export from nucleus
104828,104828,GO:0046709,P:IDP catabolic process
104830,104830,GO:0070159,P:mitochondrial threonyl-tRNA aminoacylation
104845,104845,GO:0002190,P:cap-independent translational initiation
104851,104851,GO:0002192,P:IRES-dependent translational initiation of linear mRNA
104937,104937,GO:0021547,P:midbrain-hindbrain boundary initiation
104941,104941,GO:0021501,P:prechordal plate formation
104958,104958,GO:0062000,P:positive regulation of cardiac endothelial to mesenchymal transition
104986,104986,GO:1902811,P:positive regulation of skeletal muscle fiber differentiation
104993,104993,GO:0002590,P:negative regulation of antigen processing and presentation of peptide antigen via MHC class I
104997,104997,GO:0071295,P:cellular response to vitamin
105045,105045,GO:0090138,P:regulation of actin cytoskeleton organization by cell-cell adhesion
105056,105056,GO:0061143,P:alveolar primary septum development
105083,105083,GO:0048520,P:positive regulation of behavior
105091,105091,GO:0071939,P:vitamin A import into cell
105104,105104,GO:0006668,P:sphinganine-1-phosphate metabolic process
105135,105135,GO:0072202,P:cell differentiation involved in metanephros development
105206,105206,GO:0060378,P:regulation of brood size
105411,105411,GO:0032491,P:detection of molecule of fungal origin
105416,105416,GO:1903431,P:positive regulation of cell maturation
105433,105433,GO:0051251,P:positive regulation of lymphocyte activation
105484,105484,GO:0046490,P:isopentenyl diphosphate metabolic process
105510,105510,GO:0015724,P:formate transport
105513,105513,GO:0015797,P:mannitol transmembrane transport
105632,105632,GO:0009204,P:deoxyribonucleoside triphosphate catabolic process
105633,105633,GO:0006193,P:ITP catabolic process
105643,105643,GO:1902979,P:mitotic DNA replication termination
105761,105761,GO:0046368,P:GDP-L-fucose metabolic process
105770,105770,GO:0043112,P:receptor metabolic process
105798,105798,GO:0060243,P:negative regulation of cell growth involved in contact inhibition
105808,105808,GO:0051957,P:positive regulation of amino acid transport
105919,105919,GO:0002577,P:regulation of antigen processing and presentation
105971,105971,GO:1903790,P:guanine nucleotide transmembrane transport
105978,105978,GO:1902809,P:regulation of skeletal muscle fiber differentiation
105995,105995,GO:0019481,"P:L-alanine catabolic process, by transamination"
106008,106008,GO:0016119,P:carotene metabolic process
106009,106009,GO:0016116,P:carotenoid metabolic process
106010,106010,GO:0062172,P:lutein catabolic process
106011,106011,GO:1901176,P:lycopene catabolic process
106016,106016,GO:0016124,P:xanthophyll catabolic process
106017,106017,GO:1901826,P:zeaxanthin catabolic process
106023,106023,GO:0090721,P:primary adaptive immune response involving T cells and B cells
106038,106038,GO:0097198,P:histone H3-K36 trimethylation
106138,106138,GO:1902866,P:regulation of retina development in camera-type eye
106149,106149,GO:0032384,P:negative regulation of intracellular cholesterol transport
106153,106153,GO:0090155,P:negative regulation of sphingolipid biosynthetic process
106160,106160,GO:1901873,P:regulation of post-translational protein modification
106162,106162,GO:1904375,P:regulation of protein localization to cell periphery
106198,106198,GO:0033342,P:negative regulation of collagen binding
106368,106368,GO:0006030,P:chitin metabolic process
106375,106375,GO:0007112,P:male meiosis cytokinesis
106435,106435,GO:0031064,P:negative regulation of histone deacetylation
106455,106455,GO:0002851,P:positive regulation of peripheral T cell tolerance induction
106530,106530,GO:0075512,P:clathrin-dependent endocytosis of virus by host cell
106544,106544,GO:1904784,P:NLRP1 inflammasome complex assembly
106696,106696,GO:0070350,P:regulation of white fat cell proliferation
106701,106701,GO:0062208,P:positive regulation of pattern recognition receptor signaling pathway
106786,106786,GO:0071788,P:endoplasmic reticulum tubular network maintenance
106836,106836,GO:0071678,P:olfactory bulb axon guidance
106861,106861,GO:0061757,P:leukocyte adhesion to arterial endothelial cell
106863,106863,GO:0015694,P:mercury ion transport
106864,106864,GO:1990540,P:mitochondrial manganese ion transmembrane transport
106867,106867,GO:0097080,P:plasma membrane selenite transport
107019,107019,GO:0070179,P:D-serine biosynthetic process
107142,107142,GO:0034972,P:histone H3-R26 methylation
107144,107144,GO:0060817,P:inactivation of paternal X chromosome
107175,107175,GO:0010966,P:regulation of phosphate transport
107347,107347,GO:1903434,P:negative regulation of constitutive secretory pathway
107375,107375,GO:1904812,P:rRNA acetylation involved in maturation of SSU-rRNA
107377,107377,GO:0051391,P:tRNA acetylation
107524,107524,GO:0045911,P:positive regulation of DNA recombination
107682,107682,GO:2000173,P:negative regulation of branching morphogenesis of a nerve
107687,107687,GO:1904800,P:negative regulation of neuron remodeling
107782,107782,GO:0035822,P:gene conversion
107785,107785,GO:1990968,P:modulation by host of RNA binding by virus
107787,107787,GO:1990969,P:modulation by host of viral RNA-binding transcription factor activity
107849,107849,GO:1904439,P:negative regulation of iron ion import across plasma membrane
107915,107915,GO:2000619,P:negative regulation of histone H4-K16 acetylation
107941,107941,GO:0009583,P:detection of light stimulus
107958,107958,GO:2000854,P:positive regulation of corticosterone secretion
107980,107980,GO:1905341,P:negative regulation of protein localization to kinetochore
107983,107983,GO:2000105,P:positive regulation of DNA-templated DNA replication
108033,108033,GO:1903017,P:positive regulation of exo-alpha-sialidase activity
108039,108039,GO:0045234,P:protein palmitoleylation
108054,108054,GO:0021808,P:cytosolic calcium signaling involved in initiation of cell movement in glial-mediated radial cell migration
108075,108075,GO:0150063,P:visual system development
108172,108172,GO:0042144,"P:vacuole fusion, non-autophagic"
108232,108232,GO:1905433,P:negative regulation of retrograde trans-synaptic signaling by neuropeptide
108233,108233,GO:0048174,P:negative regulation of short-term neuronal synaptic plasticity
108237,108237,GO:1905415,P:positive regulation of dense core granule exocytosis
108242,108242,GO:0150044,P:regulation of postsynaptic dense core vesicle exocytosis
108243,108243,GO:0150035,"P:regulation of trans-synaptic signaling by BDNF, modulating synaptic transmission"
108268,108268,GO:0097036,P:regulation of plasma membrane sterol distribution
108271,108271,GO:1904947,P:folate import into mitochondrion
108274,108274,GO:1990548,P:mitochondrial FAD transmembrane transport
108292,108292,GO:0106089,P:negative regulation of cell adhesion involved in sprouting angiogenesis
108354,108354,GO:1901036,P:positive regulation of L-glutamine import across plasma membrane
108406,108406,GO:0033477,P:S-methylmethionine metabolic process
108503,108503,GO:0021919,P:BMP signaling pathway involved in spinal cord dorsal/ventral patterning
108644,108644,GO:1901256,P:regulation of macrophage colony-stimulating factor production
108659,108659,GO:0007499,P:ectoderm and mesoderm interaction
108662,108662,GO:0010481,P:epidermal cell division
108801,108801,GO:0009229,P:thiamine diphosphate biosynthetic process
108809,108809,GO:1903387,P:positive regulation of homophilic cell adhesion
108925,108925,GO:0030389,P:fructosamine metabolic process
108926,108926,GO:0030393,P:fructoselysine metabolic process
108929,108929,GO:0036525,P:protein deglycation
109019,109019,GO:0044819,P:mitotic G1/S transition checkpoint signaling
109023,109023,GO:1904716,P:positive regulation of chaperone-mediated autophagy
109039,109039,GO:0097283,P:keratinocyte apoptotic process
109098,109098,GO:1902480,P:protein localization to mitotic spindle
109165,109165,GO:1900111,P:positive regulation of histone H3-K9 dimethylation
109189,109189,GO:0001100,P:negative regulation of exit from mitosis
109307,109307,GO:0060007,P:linear vestibuloocular reflex
109330,109330,GO:0002127,P:tRNA wobble base cytosine methylation
109375,109375,GO:0003142,P:cardiogenic plate morphogenesis
109406,109406,GO:2000043,P:regulation of cardiac cell fate specification
109471,109471,GO:0140438,P:protein stearoylation
109526,109526,GO:1901202,P:negative regulation of extracellular matrix assembly
109559,109559,GO:0061910,P:autophagosome-endosome fusion
109569,109569,GO:0060300,P:regulation of cytokine activity
109571,109571,GO:0006253,P:dCTP catabolic process
109596,109596,GO:0045103,P:intermediate filament-based process
109632,109632,GO:0120158,P:positive regulation of collagen catabolic process
109681,109681,GO:1902369,P:negative regulation of RNA catabolic process
109792,109792,GO:0016095,P:polyprenol catabolic process
109825,109825,GO:2000431,"P:regulation of cytokinesis, actomyosin contractile ring assembly"
109854,109854,GO:0009256,P:10-formyltetrahydrofolate metabolic process
109959,109959,GO:0048213,P:Golgi vesicle prefusion complex stabilization
110024,110024,GO:0044281,P:small molecule metabolic process
110071,110071,GO:0045686,P:negative regulation of glial cell differentiation
110074,110074,GO:1901724,P:positive regulation of cell proliferation involved in kidney development
110171,110171,GO:0015864,P:pyrimidine nucleoside transport
110209,110209,GO:1900370,P:positive regulation of post-transcriptional gene silencing by RNA
110268,110268,GO:1901810,P:beta-carotene metabolic process
110273,110273,GO:0035238,P:vitamin A biosynthetic process
110332,110332,GO:0060668,P:regulation of branching involved in salivary gland morphogenesis by extracellular matrix-epithelial cell signaling
110389,110389,GO:0097497,P:blood vessel endothelial cell delamination
110625,110625,GO:0060427,P:lung connective tissue development
110626,110626,GO:0036446,P:myofibroblast differentiation
110627,110627,GO:0060658,P:nipple morphogenesis
110672,110672,GO:0030302,P:deoxynucleotide transport
110692,110692,GO:0002815,P:biosynthetic process of antibacterial peptides active against Gram-positive bacteria
110701,110701,GO:0032498,P:detection of muramyl dipeptide
110727,110727,GO:0006965,P:positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria
110734,110734,GO:0046645,P:positive regulation of gamma-delta T cell activation
110801,110801,GO:0032875,P:regulation of DNA endoreduplication
110812,110812,GO:0030954,P:astral microtubule nucleation
110854,110854,GO:1904456,P:negative regulation of neuronal action potential
110898,110898,GO:0006862,P:nucleotide transport
110926,110926,GO:0061736,P:engulfment of target by autophagosome
111071,111071,GO:0021793,P:chemorepulsion of branchiomotor axon
111083,111083,GO:0050923,P:regulation of negative chemotaxis
111092,111092,GO:0048319,P:axial mesoderm morphogenesis
111111,111111,GO:0006931,"P:substrate-dependent cell migration, cell attachment to substrate"
